언론사,제목,내용,작성일시
매일경제,‘오징어게임2’ 외신 혹평에...테마주 동반 폭락,"
      사진 확대    ‘오징어 게임2’. 제공|넷플릭스  전 세계적 기대작 넷플릭스 ‘오징어 게임2’가 공개된 다음 날인 27일 장 초반 관련 종목들이 급락하고 있다.이날 오전 9시 20분 현재 아티스트스튜디오(200350)가 26.68% 급락 중이며, 아티스트유나이티드(321820)도 23.98% 하락하고 있다.아티스트스튜디오와 아티스트유나이티드는 시즌1에 이어 ‘오징어게임2’에서도 주연을 맡은 배우 이정재가 대주주로 있는 기업이다.또 ‘오징어게임2’의 영상 특수효과를 맡은 위지윅스튜디오(299900)는 20.00% 하락했고, 덱스터(206560)는 18.59% 내려 거래되고 있다.‘오징어게임’ 제작사인 싸이런픽쳐스에 투자한 쇼박스(086980)도 14.97% 급락을 면치 못하고 있다.지난 2021년 9월 공개돼 전 세계적으로 폭발적인 인기를 얻었던 ‘오징어 게임’의 후속작인 ‘오징어 게임2’는 지난 26일 오후 5시(한국시간) 넷플릭스를 통해 공개됐다.큰 기대 속에 베일을 벗은 ‘오징어게임2’에 대해 해외 주요 매체들은 “이야기가 정체돼있다’”, “날카로움을 잃었다”, “재미도 기발함도 없다”는 등 첫 시즌에 비해 실망스럽다는 반응을 보이고 있다.국내 시청자들도 대체로 시즌1만 못하다는 반응을 보이고 있으며 특히 그룹 빅뱅 출신 탑(최승현)의 오글거리는 연기에 혹평을 보내고 있다.시즌2에 이어지는 ‘오징어게임3’가 내년에 공개된다.
",2024-12-27 09:38:05
매일경제,주가는 뒷걸음질인데 외국인은 산다?…‘게임주’에 쏠리는 시선,"
      사진 확대    독일에서 열린 게임쇼 ‘게임스컴’ 부스의 크래프톤 로고. [사진 출처 = 연합뉴스]  12월 들어 2조 넘게 팔아치운 외국인 투자자들이 게임주를 향한 러브콜을 보이고 있어 눈길이 쏠린다. 최근 큰 낙폭을 보이면서 투자자들을 고심에 빠뜨렸지만 외국인들의 수급 변화가 게임주 주가의 반등의 키가 될지 주목된다.계엄 이후 외국인 게임주 ‘주목’26일 증권가에 따르면 크래프톤은 전날 30만7000원에 거래를 마치면서 이달 들어 1.60% 하락했다.이 기간 다른 게임주들의 상황도 별반 다르지 않다. 넷마블(-1.32%), 엔씨소프트(-14.95%), 펄어비스(-31.40), 카카오게임즈(-6.34%) 등 주가가 일제히 뒷걸음질 쳤기 때문이다. 이달 엔씨소프트와 펄어비스는 각각 최근 출시한 방치형 다중접속역할수행게임(MMORPG) ‘저니 오브 모나크’의 글로벌 서비스의 실망감과 신작 출시 연기를 이유로 주가가 더 큰 폭으로 빠졌다.이 기간 주가는 하락하고 있지만 되려 전날까지 외국인 투자자는 크래프톤과 엔씨소프트를 각각 797억원, 744억원 어치 사들이며 이달 순매수 상위 7, 9위를 기록했다. 국내 게임 대장주가 나란히 외인 순매수 상위 10개 종목에 이름을 올린 것이다.국내 증시가 지난 3일 밤 10시 28분 윤석열 대통령의 비상계엄 선포와 탄핵 정국 등 정치적 불확실성에 휩싸이며 변동성이 커졌지만 통상적으로 인터넷·게임 관련 종목은 상대적으로 악재에 둔감하기 때문으로 풀이된다.실제 비상계엄 사태 다음 날인 지난 4일부터 9일까지 외국인 투자자는 크래프톤을 5거래일 연속으로 담았다. 마찬가지로 이날부터 3거래일 연속 엔씨소프트를 줄곧 사들이기도 했다.“게임주, 글로벌 매출 비중 높아 강달러 수혜”특히 원화값이 끝을 모르고 추락하면서 게임주에 대한 관심이 더 높아지고 있다는 증권가의 분석도 나온다. 글로벌 매출 비중이 높고, 인력은 국내에 있어 비용은 원화로 지급하는 게임사들은 강달러 수혜를 기대할 수 있어서다.이준호 하나증권 연구원은 “국내 게임사들의 글로벌 진출이 확대되고 있는 만큼 실적 영향을 점검해 볼 필요가 있다”며 “환율이 빠르게 하향 안정화될 경우 내년 4분기 높은 기저효과로 작용할 가능성 상존하나 이번 이 기간 실적에 긍정적인 영향은 분명하다”고 말했다.그러면서 “이러한 환경이 장기화될 경우 지속해서 수혜가 가능한 구조라 판단한다”고 덧붙였다.한편 전날 달러당 원화값은 전일대비 8.4원 내린 1464.8원에 거래를 마감했다. 주간 거래 종가가 1460원 선을 넘어선 것은 글로벌 금융위기 당시인 2009년 3월 13일(1483.5원) 이후 15년 9개월 만에 처음이다.
",2024-12-27 09:00:51
매일경제,"두산에너빌리티, 국제핵비확산협력센터와 원전 수출 사업지원 협약","
 원전, SMR 해외시장 진출 관련 정책 개발 환경 조성        사진 확대    26일 JW 메리어트호텔 서울에서 열린 국제핵비확산협력센터 사업지원 업무협약식에서 황용수 센터장(오른쪽)과 두산에너빌리티 김종두 원자력BG장이 협약서에 서명 후 기념촬영을 하고 있다. [사진제공 = 두산]  두산에너빌리티는 26일 한국전력국제원자력대학원대학교(KINGS) 산하 국제핵비확산협력센터(International Nuclear Nonproliferation and Cooperation Center, INC)와 원전 수출 확대를 위한 사업지원 업무협약을 체결했다고 27일 밝혔다. 이날 협약식에는 한국전력국제원자력대학원대학교 황주호 이사장(한국수력원자력 사장), 김창락 총장대행, 황용수 센터장과 두산에너빌리티 김종두 원자력BG장을 비롯한 양측 관계자들이 참석했다.이번 협약으로 양측은, 국제 핵 비확산 강화와 원전 수출 확대를 위해 공동 협력하기로 했다. 이에 따라 핵안보 분야에서 미국과의 원자력 협력체계를 강화하고, 국내 공급망 강화 등 원전 수출을 위한 정책 개발과 우호적 환경 조성에 협력할 계획이다. 또한, AI 데이터 센터 확대에 따른 전력 수요에 대응하기 위해 SMR 기술개발 및 공급망 구축에 협력하고, 원자력의 평화적 이용 증진을 위한 핵 비확산 문화 구축에도 나설 예정이다.국제핵비확산협력센터는 2024년 7월 한국전력국제원자력대학원대학교가 설립한 기구로, 국제사회의 핵 비확산과 원자력 수출통제를 총괄하는 미국 핵안보국(NNSA)과 샌디아국립연구소(SNL)와 협력하고 있다. 대형원전부터 소형모듈원전(SMR), 원전해체, 사용후핵연료까지 원자력 수출 전반에 대한 전략을 수립하고, 국내외 기관들과 전략적 파트너십을 체결하며 다양한 협력관계를 구축하고 있다.두산에너빌리티 김종두 원자력 BG장은 “이번 협약은 국제사회의 핵 비확산 노력에 기여하고, 원전 수출 경쟁력을 강화하는 중요한 계기가 될 것”이라며 “국제핵비확산협력센터와의 지속적인 협력을 통해 국내 원자력 산업계가 글로벌 원전 시장에서 입지를 공고히 할 수 있도록 적극 노력하겠다”고 말했다. 이상규 기자
",2024-12-27 08:39:43
매일경제,"“삼성전자, ‘이것’ 갖춰야 주가 반등 가능”…목표가↓","
 “주가 반등 모멘텀 ‘기술 경쟁력, 6세대 HBM, 반도체실적 개선’”        사진 확대    삼성전자. [사진 출처 = 연합뉴스]  KB증권은 27일 삼성전자에 대해 4분기 실적이 시장기대치에 못 미칠 것으로 예상된다며 목표주가를 기존 8만원에서 7만원으로 하향 조정했다. 다만 현재 주가가 회사의 자사주 매입으로 인해 하락하지 않고 안정적이란 점을 고려해 투자의견은 ‘매수’를 유지했다.KB증권은 삼성전자의 4분기 영업이익이 전년동기대비 180% 증가해 7조9000억원을 기록할 것으로 추정했다. 이는 시장기대치(영업이익 9조2000억원)를 하회한 수치다.2024년과 2025년 연간 예상 영업이익은 기존 추정치 대비 각각 4.8%, 16.5%씩 줄어든 34조1000억원, 36조1000억원으로 하향 수정했다.KB증권은 삼성전자의 향후 영업환경이 더욱 악화될 것으로 봤다. 스마트폰, PC 수요 부진에 따른 범용 메모리 가격 하락이 지속되는 가운데 중국 창신메모리테크놀로지(CXMT)의 메모리 생산능력 확대가 향후 반도체 가격 교란 요인으로 작용할 것이란 설명이다. 또 2025년 HBM 시장의 89%를 차지하는 5세대 고대역폭메모리(HBM3E)의 점유율 확대 속도는 경쟁사들의 시장 조기 진입 영향으로 둔화될 것이라고 내다봤다.내년 파운드리 가동률 부진에 따른 반도체설계 실적 부진이 지속되고, 중소형 유기발광다이오드(OLED)의 가격 경쟁 심화로 디스플레이(DP) 실적 개선도 둔화될 것이라고 KB증권은 분석했다.4분기 반도체(DS) 부문의 경우 메모리의 비트 단위 출하량 증가율(bit growth) 가이던스와 평균판매단가(ASP)가 예상을 하회한 가운데, 반도체설계 적자 지속과 성과급 및 개발비 부담이 가중될 것이라고 KB증권은 평가했다. DP는 성수기에도 불구하고 유연하게 구부릴 수 있는 ‘flexible OLED’ 가격 경쟁으로 4분기 영업이익이 감익세를 시현할 것으로 관측했다.KB증권은 향후 삼성전자 주가 반등의 모멘텀으로 ▲선단 공정의 기술 경쟁력 복원 ▲HBM3E 12단 공급량 확대 및 6세대 HBM(HBM4) 시장 조기 진입 ▲파운드리 가동률 회복에 따른 반도체설계 실적 개선을 꼽았다.김동원 KB증권 연구원은 “당분간 삼성전자 주가는 범용 메모리 사이클 둔화에 따른 실적 개선 지연으로 박스권 등락이 예상된다”고 말했다.
",2024-12-27 08:14:16
매일경제,"“SOOP, 내년도 실적에 주목해야 할 때…서서히 매수 관점으로”","
      사진 확대    SOOP CI. [사진 = SOOP]  한국투자증권은 27일 SOOP에 대해 내년 성과 창출이 기대된다며 투자의견 매수, 목표주가 13만5000원을 유지했다.한국투자증권은 SOOP이 하반기 내내 주가가 별다른 상승을 하지 못하고 평가했다. 트위치 철수 전 주가가 극도로 부진했던 시기 밸류에이션이 8배 내외였으니 트위치 철수라는 호재의 긍정적인 영향이 이제는 거의 사라졌다고 봐도 무방하다는 설명이다.SOOP은 오래전부터 성장성에 비해 낮은 밸류에이션을 받아 온 바 있다. 트위치 철수 이후 스트리머들의 이동과 팬덤의 이동으로 유료결제이용자(PU)는 지난해 20만9000명에서 올해 25만4000명으로 21.2% 증가했으나 그보다는 월활성화이용자(MUV)의 성장 정체로 플랫폼의 장기 성장 가능성에 대한 제한 우려가 주가에 더 크게 작용하고 있다.한국투자증권은 SOOP의 주가 상승을 위해서는 밸류에이션 확장이 필요한 만큼 이를 위해 국내 유저의 증가세 전환, 혹은 해외 시장에서의 성과 창출 중 최소한 하나는 충족될 필요가 있다고 주문했다.정호윤 한국투자증권 연구원은 “지난 11월 글로벌 라이브 스트리밍 플랫폼을 정식 런칭했으며 현지에서 E-스포츠를 중심으로 콘텐츠 경쟁력을 다각화해 내년에는 성과 창출을 기대할 수 있다”며 “하방 리스크가 제한적이며 해외 성과가 예상돼 매수 기회라 판단한다”고 말했다.
",2024-12-27 07:48:03
매일경제,"“쿠팡·네이버 더는 두고 못봐” …알리 손잡는 G마켓, 덩치 키워 맞불 놓는다","
 3년전 최대 규모의 M&A로기대 한몸에 받았던 G마켓쿠팡·네이버에 밀리며 고전알리 구매 경쟁력과 시너지G마켓 셀러도 글로벌 진출물류센터·배송시스템 통해규모의 경제도 속도 더 낼듯        사진 확대    미국에서 도널드 트럼프 미 대통령 당선인을 만난 정용진 신세계그룹 회장이 지난 22일 인천국제공항 제2여객터미널을 통해 귀국해 취재진 질문에 답하고 있다. [이승환 기자]  신세계그룹이 중국 알리바바그룹과 ‘이커머스 동맹’을 맺게 된 것은 지마켓의 오랜 부진을 만회하고 이커머스 시장을 확대할 ‘절호의 기회’라고 판단했기 때문이다.신세계그룹은 지난 2021년 6월 3조 4400억원의 천문학적인 금액을 투입해 이베이코리아가 갖고 있던 지마켓 지분 80%를 전격 인수했다. 그룹 창사 이래 가장 큰 규모의 인수합병(M&A)이었다.당시 부회장이었던 정용진 신세계그룹 회장은 “얼마가 아니라 얼마짜리로 만들 수 있느냐가 의사결정의 기준”이라며 이커머스 시장 확대에 대한 자신감을 드러냈지만 결과는 녹록지 않았다.지난 2020년 1조 2442억원이었던 지마켓 매출액은 신세계그룹 인수 이후 소폭 증가했으나 지난해 1조 1967억원으로 되레 감소했다. 그해 790억원이었던 영업이익은 2021년 59억원 적자로 곤두박질쳤고, 2022년 654억원으로 적자가 늘어나더니 지난해도 영업적자(321억원)에서 벗어나지 못했다.지마켓 인수가 새로운 성장의 단초가 아니라 그룹의 ‘아픈 손가락’이 돼버린 것이다.신세계그룹으로서는 알리의 물류 경쟁력과 소싱력(대외구매 역량)에 힘입어 이커머스 경쟁력을 키워야 한다는 절박함이, 알리로서는 지마켓 브랜드의 신뢰성에 힘입어 저가·저품질 이미지에서 벗어나야 한다는 필요성이 맞아떨어졌다는 분석이다.      사진 확대    [매경DB]  신세계그룹 관계자는 “알리바바 그룹의 해외사업을 담당하는 알리바바 인터내셔널과 조인트 벤처를 통해 지마켓 60만 셀러들을 위한 글로벌 진출 교두보가 마련된 것”이라며 “알리의 최대 강점인 글로벌 네트워크를 활용해 지마켓 경쟁력을 강화할 수 있게 됐다”고 말했다.실제 지마켓 셀러가 판매하는 국내 강소기업들의 우수 상품이 알리바바 인터내셔널의 글로벌 플랫폼을 활용하면 전 세계 200여개 국가와 지역으로 판로를 넓힐 수 있게 된다.신세계그룹 관계자는 “알리바바 인터내셔널이 축적해온 IT 기술을 통해 지마켓의 IT 기술이 일거 글로벌 수준으로 향상된다”며 “상품 구색 확대, 가격 경쟁력 증대, 개인 맞춤형 쇼핑 개선 등에 투자가 이뤄지면 소비자 편의성과 혜택은 몇 배, 몇 십 배 더 커질 것”이라고 강조했다.신세계그룹이 2021년 지마켓을 인수할 당시만 해도 지마켓은 국내 오픈마켓 시장 점유율 1위 사업자였다. 하지만 국내 이커머스 시장 중심축이 쿠팡을 중심으로 한 직매입 업체로 빠르게 재편된 데다, 주력인 오픈마켓 시장마저 현재는 네이버가 사실상 장악하고 있다.      사진 확대     삼정KPMG에 따르면 지난해 연간 온라인 쇼핑 거래액은 228조 8607억원에 달한다. 이중 네이버 쇼핑이 22%, 쿠팡이 20%을 차지하고 있다. 이어 지마켓(15%), 11번가(13%) 순이다. 총거래액으로 따지면 지난해 쿠팡이 약 57조원, 네이버가 약 45조원을 기록했다.업계에서는 ‘한중 유통공룡’간 동맹으로 알리익스프레스의 국내 파급력이 앞으로 상당해질 것으로 전망하고 있다. 당장은 ‘중국산’ ‘저품질’ 이미지로 인해 점유율 확장에 애를 먹고 있지만, 한때 오프마켓 1위였던 지마켓의 신뢰도와 물류 경쟁력에 알리익스프레스의 저가 상품 소싱력 등이 더해질 경우 상당한 시너지가 날 수 있어서다.실제 지마켓은 국내 1세대 이커머스로서 업계 정상을 지키던 시절이 있었다. 지난 2000년 설립돼 2005년부터 16년 연속 흑자를 냈고, 한국능률협회컨설팅이 주관하는 브랜드파워 조사에서도 인터넷 쇼핑몰 부문 1위를 내내 지켰다. 하지만 국내 이커머스 업계에 ‘오픈마켓’ 경쟁력이 약화 중인데도 오픈마켓 비지니스 모델을 포기하지 않았고, ‘가격 비교’ 서비스에 특화한 네이버, 직매입에 방점을 찍은 쿠팡에 밀리게 된다.      사진 확대     알리익스프레스가 예고한 대대적 투자에 지마켓의 판매자 생태계가 결합한다면 ‘규모의 경제’에도 속도가 붙을 것으로 기대된다. 알리익스프레스는 내년 상반기 중 평택항 인근에 국내 물류센터를 설립하고 쿠팡처럼 신속배송 시스템을 갖춘다는 목표를 세우고 있다. 수수료 무료 정책을 통해 네이버가 그간 공들인 브랜드스토어 잠식에도 나서고 있다.이는 물류 효율화와 셀러 경쟁력 강화에 힘을 주고 있는 지마켓 기조와도 상통한다. 지마켓은 지난 7월 ‘재무통’ 정형권 대표의 취임 이후 비용 절감과 입점 셀러 확대에 박차를 가하고 있다. 연초 중국에서 현지 셀러 모집에 나서는가 하면, 지난 6월 CJ대한통운과 ‘스마일배송’ ‘스타배송’ 협력을 위해 의기투합했다. 지마켓은 지난해 4분기 8분기만에 흑자전환에 성공한 가운데 올해에도 기세를 이어간다는 목표다.다만 약 1조원에 달하는 평가손실을 한번에 장부에 반영해야 하는 점은 신세계그룹 입장에서는 다소 부담이다. 이번 JV 설립 과정에서 지마켓은 약 3조원 수준의 기업가치를 인정받은 것으로 전해졌다. 신세계가 지마켓(이베이코리아) 지분 80% 인수에 약 3조4400억원을 들였다는 점을 고려할 때 지분 100% 기준 4조3000억원에서 기업가치가 3년 만에 뒷걸음질쳤다.일각에서는 신세계그룹이 사실상 지마켓을 알리바바그룹에 넘기고 손을 떼려는 수순이 아니냐는 분석도 제기되고 있다. 한동안 공동경영에 힘을 쏟아 지마켓의 기업 가치를 다시금 높인 후 좋은 가격에 모든 지분을 넘기지 않겠느냐는 것이다.한편 이번 JV 설립은 지마켓 주요 경영진조차 인지하지 못한 깜짝 발표인 것으로 알려졌다. 앞서 신세계그룹은 지난 7월 지마켓을 이끌 새로운 수장으로 알리바바코리아 총괄 겸 알리페이 유럽·중동·코리아 대표 출신인 정형권 대표를 내정했다. “실적 부진 CEO는 곧바로 교체하겠다”는 정 회장의 신상필벌 기조가 반영된 인사였다.
",2024-12-26 23:12:02
매일경제,"“수출주는 킹달러가 호재 아니야?”…현대차·기아 주가, 미지근한 이유는","
 달러당 원화값 10원 내리면영업익 2800억 늘어나는데트럼프 관세 리스크에 타격        사진 확대     달러당 원화값이 1464원까지 뚫었지만 대표적인 수출주이자 고환율 수혜주인 현대차와 기아 주가는 모멘텀을 받지 못하고 있다.이미 지난달부터 닥친 트럼프의 보편관세 리스크, 내수 침체에다 엔화 약세, 외화부채 등 복잡한 악재들이 현대차·기아 주가를 누르고 있다.26일 유가증권시장에서 현대차 주가는 전 거래일 대비 0.46% 오른 21만7500원에 거래를 마쳤다. 기아 주가는 2.29% 오른 10만2900원에 장을 마쳤다. 높은 배당률에도 불구하고 배당기준일인 이날 현대차우는 1.77%, 현대차2우B는 1.4% 오르는 데 그쳤다.매출액 중 북미 비중이 높은 현대차·기아 주가는 최근 원화값과 무관하게 움직이고 있다. 현대차 매출 중 북미 비중은 지난해 41%이며 올해는 45%로 올라갈 것으로 예상된다. 기아 역시 올해 예상 북미 매출액 비중이 44%다.이 때문에 현대차와 기아는 원화값이 떨어질수록 매출과 이익이 높아질 수밖에 없다. 하나증권에 따르면 현대차 영업이익은 원화값이 10원 떨어질수록 2800억원(내년 영업익의 1.9%) 늘어난다. 기아의 영업이익은 2200억원(내년 영업익의 1.7%) 늘어난다.그럼에도 불구하고 원화값이 본격 약세를 보이기 시작한 최근 한 달 동안 현대차 주가는 박스권에 머물렀고, 현대차 우선주 주가는 1~2% 하락했다. 글로벌 판매가 작년에 비해 그나마 덜 꺾인 기아만 주가가 5.2% 상승했다.9월 26일 25만900원까지 올라갔던 현대차 주가가 21만원까지 떨어진 것은 당시 도널드 트럼프의 미국 대통령 당선 가능성이 부각되면서다.트럼프는 후보 시절부터 보편 관세를 통해 미국 자동차 산업 보호를 내세운 바 있다. 11월 자동차 판매에서 현대차 내수판매가 전년 대비 18%, 수출은 5% 감소한 충격도 주가에 영향을 끼쳤다.여기에다 엔화까지 동반 약세를 보이면서 원화 약세 효과를 희석시켰다. 북미 시장에서 현대차·기아는 일본 차와 경쟁 관계에 있기 때문에 원화가 약세여도 엔화까지 약세를 보이면 경쟁력이 높아지기 힘들다. 엔화는 최근 3개월간 달러화에 비해 2%가량 하락했는데, 이 기간 도요타자동차 주가는 2760엔에서 3156엔까지 상승했다.특히 일시적으로 원화값이 급락하면서 기말환율에 따라 변동하는 판매보증 충당부채(지출 시기 및 규모가 불확실한 부채) 비용까지 늘어나고 있다.현대차와 기아가 가지고 있는 충당부채 중 70~80%가 달러화 표시 부채다.송선재 하나증권 연구원은 “올해 3분기 말 달러당 원화값 1320원에 비해 급락한 1450원으로 마감될 경우 환율 변동에 따른 충당부채 비용의 전입액은 현대차가 5730억원, 기아는 4940억원이 반영될 수 있다”고 말했다.충당부채가 수익성에는 부정적이지만 실제 현금 흐름에 미치는 영향은 크지 않고 현재 현대차·기아의 주주환원 여력을 감안하면 지금의 주가는 저평가됐다는 분석이 나온다.블룸버그에 따르면 현대차 주가수익비율(PER)은 4.2배, 기아는 3.9배로 폭스바겐(3.5배)을 제외하고는 글로벌 최저 수준이다. 도요타는 8.8배이며, 현대차·기아와 영업이익률이 비슷한 BMW도 6배다.현대차와 기아는 밸류업 공시(기업가치 제고 계획)를 통해 이미 8%가 넘는 주주환원 수익률을 발표한 바 있다.현대차의 기대배당수익률을 5.6%, 총주주환원수익률은 8%다. 기아는 기대배당수익률이 6.6%, 총주주환원수익률은 9.2%다. 기아는 내년 1월 말부터 자사주 본격 매입에 대한 기대까지 주가를 지탱하고 있다.
",2024-12-26 22:11:10
매일경제,[단독] 신세계·알리 맞손… 6조 규모 유통공룡 키워 이커머스 판도 흔든다,"
 신세계∙알리 합작법인 설립50%씩 출자...기업가치 6조        사진 확대    [사진 = 연합뉴스]  신세계그룹이 알리바바인터내셔널과 합작법인(JV)을 설립하고 국내 전자상거래 시장에서 경쟁력 강화에 나서기로 했다고 26일 밝혔다.국내 대표 오픈마켓 커머스 플랫폼인 지마켓과 중국 최대 직구 플랫폼인 알리익스프레스(알리바바인터내셔널)가 합작해 국내 전자상거래 시장에서 돌파구를 찾기로 한 것이다.신세계가 수익성 부진을 겪는 지마켓에서 투자회수를 고심하고 있던 가운데 막강한 자본력을 갖추고도 상품 품질 논란에 주춤하던 알리익스프레스와 이해관계가 맞아떨어진 것으로 보인다.2025년 설립되는 JV에는 지마켓과 알리익스프레스코리아가 자회사로 편입되고, 지금과 마찬가지로 독립적으로 플랫폼을 운영할 방침이다.JV 설립을 위해 신세계와 알리바바 측은 각각 50%씩 현물출자할 계획이다. 신세계는 이마트 등이 보유한 지마켓 지분 100%를, 알리바바 측은 알리익스프레스코리아 지분과 현금 3000억원을 출자한다는 방침이다. JV 기업가치로는 6조원 안팎이 거론된다.      사진 확대    알리바바 베이징 사무실 [AFP=연합뉴스]  이번 JV 설립으로 신세계는 교착 상태에 빠진 전자상거래 사업에서 활로를 모색할 수 있게 됐다. 업계 일각에서는 양측이 투자회수를 위해 수년 내에 JV를 기업공개(IPO)할 가능성이 제기됐다. IPO가 어려울 경우 알리바바 측이 신세계 측이 보유한 지마켓 지분을 인수할 가능성도 거론된다.앞서 신세계는 2021년 6월 지마켓(당시 이베이코리아) 지분 80.01%를 약 3조4400억원에 매입했다. 신세계그룹 역사상 최대 규모의 인수·합병(M&A)이었지만 지마켓은 신세계 인수 첫해에만 흑자를 낸 후 2022년과 2023년 연이어 영업손실을 기록했다.현재 전자상거래 시장은 쿠팡과 네이버 2강 체제로 굳어지는 양상이다. 와이즈앱·리테일·굿즈에 따르면 지난달 알리익스프레스 월간활성이용자(MAU)는 967만6267명으로 이커머스 앱 분야 2위에 올라 있지만 쿠팡(3219만9655명)과 상당한 격차가 있다. 지마켓은 562만3947만명으로 11번가·테무에 밀려 5위에 그쳤다.압도적인 상품 다양성과 가격 경쟁력을 보유한 알리익스프레스가 지마켓이라는 신뢰도 높은 파트너를 만나 정체기에 돌입한 국내 전자상거래 시장에 새바람을 일으킬 수 있을지 관심이 모인다.
",2024-12-26 19:05:30
매일경제,"[인기 검색 TOP5] 젠큐릭스, 신성델타테크, 넵튠, HD현대중공업, 덱스터","
최적의 매매타이밍을 실시간으로 전송하여 투자자들에게 도움이 되고 있는 주식AI 라씨 매매비서가 오늘 분석한 인기검색종목은 젠큐릭스 +29.93%, 신성델타테크 +20.88%, 넵튠 +15.52%, HD현대중공업 +8.09% , 덱스터 +5.20%▶▶오늘 분석한 인기 검색 종목 AI매매신호 자세히 보기      사진 확대           사진 확대           사진 확대           사진 확대           사진 확대           사진 확대           사진 확대     AI매매 이용자가 급속히 늘고 있다.인간의 심리를 배제한, 오랜시간 학습하고 고도화된 AI의 매매시그널이 요즘 장에 잘 맞기 때문이다.라씨 매매비서는 코스피, 코스닥은 물론 ETF까지 전 종목에 대해 AI매매신호를 실시간 전송한다.나의 보유 종목 또는 관심 종목을 등록해 놓을 경우 최적의 매매 타이밍을 실시간 푸시 알림으로 전송해 준다.나만의 AI비서가 매매타이밍에 어려움이 있는 오래된 종목이나, 급등하는 종목의 매매타이밍을 24시간 추적하여 실시간 매매신호를 발송한다.실시간 푸시 알림으로 전송받을 수 있어, 실제 매매에 바로 적용할 수 있다.SBS 세기의대결 AI vs 인간 주식대결에 출연한 AI알고리즘은 라씨 매매비서 앱내에 탑재되어있다.[라씨 매매비서 오늘의 관심종목] 쏠리드, 휴맥스, 지니틱스, 머큐리, 파인테크닉스▶▶TV출연 알고리즘 매매내역 바로 보기지금 구글 플레이스토어와 애플 앱스토어에서 라씨 매매비서를 무료로 다운로드 받으세요[위 내용은 매경닷컴의 편집방향과 무관하며, 해당업체에서 제공된 내용입니다.]
",2024-12-26 18:07:46
매일경제,11번가에 5000억원 물린 투자자들 SK스퀘어가 대신 갚는 방안 논의,"


다른 재무적 투자자 물색


◆ 이커머스 지각변동 ◆
SK그룹 투자전문 중간지주회사인 SK스퀘어가 1년 이상 매각되지 않고 있는 이커머스 자회사 11번가와 관련해 기존 재무적투자자(FI)가 단행한 투자를 회수하는 방안을 논의하고 나섰다. 재무적투자자의 투자 회수를 도움으로써 자본시장에서 SK그룹 평판을 개선하기 위해서다.
26일 투자은행(IB) 업계에 따르면 SK스퀘어와 11번가 투자사인 FI는 최근 들어 11번가 관련 투자 회수 방안을 논의하고 있다.
11번가 경영권 매각에 SK스퀘어와 FI가 공동으로 나서는 동시에 이것이 힘들면 11번가 관련 FI 엑시트 방안을 SK스퀘어 측이 내년 상반기 중 모색한다는 것이 골자다.
2018년 당시 11번가 운영사였던 SK플래닛은 나일홀딩스컨소시엄(국민연금·H&Q코리아·MG새마을금고)에 11번가 지분 18.18%를 제공하며 5000억원을 투자받았다.
계약에는 드래그앤드콜 조항이 들어 있었다. 2023년 9월 30일까지 기업공개(IPO)를 완료하지 못하면 컨소시엄이 SK의 지분까지 끌어다 강제 매각(드래그얼롱·Drag along)할 수 있도록 하되 그전에 SK가 지분을 되살 수 있는 권한(콜옵션)을 부여한 것이다.
하지만 이커머스 업황이 나빠지면서 11번가 기업가치가 2018년 대비 반 토막 이상 났고 이로 인해 IPO가 무산됐다. 당초 SK스퀘어가 콜옵션을 행사해 FI 엑시트를 도와야 했지만 SK스퀘어는 지난 11월 이사회 결의를 통해 콜옵션을 포기했다. 결국 FI 주도로 11번가를 매각하고 있는 상황이다. 11번가는 국민연금·MG새마을금고 등 국내 주요 기관투자자(LP)가 각각 3500억원·500억원을 투자한 건이어서 사태가 장기화되면 향후 SK그룹이 LP의 신뢰를 잃을 수 있기 때문이다.
IB업계 관계자는 ""SK그룹 입장에서는 SK온의 사업을 확장하기 위해 추가 펀딩이 필요한데 11번가 사태를 방치하면 추가로 FI 투자를 유치하는 게 힘들 수 있다""며 ""이 때문에 SK스퀘어가 콜옵션 포기 후 관망했던 기존 자세에서 벗어나 적극적으로 FI 엑시트 방안을 모색하고 나선 것""이라고 설명했다.
[우수민 기자 / 나현준 기자]

",2024-12-26 18:01:59
