Code,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
005930,삼성전자,KOSPI,,54000,1,600,1.12,54500,54500,53700,16776565,906331224000,322368257700000,5969782550,STK,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",1975-06-11,12월,한종희,http://www.samsung.com/sec,경기도
000660,SK하이닉스,KOSPI,,170100,1,1200,0.71,168000,170400,167600,2470656,417456900500,123833202286500,728002365,STK,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",1996-12-26,12월,곽노정,http://www.skhynix.com,경기도
373220,LG에너지솔루션,KOSPI,,385000,2,-2500,-0.65,392000,396000,384500,203271,79049140500,90090000000000,234000000,STK,일차전지 및 이차전지 제조업,"2차전지 (소형,ESS,자동차전지)",2022-01-27,12월,김동명,,서울특별시
207940,삼성바이오로직스,KOSPI,,958000,1,5000,0.52,962000,966000,946000,70228,67114153000,68184692000000,71174000,STK,기초 의약물질 제조업,바이오의약품,2016-11-10,12월,임존종보 (Rim John Chongbo),http://www.samsungbiologics.com,인천광역시
005380,현대차,KOSPI,,210500,1,9500,4.73,205500,211500,204000,523895,109151012500,44082108205500,209416191,STK,자동차용 엔진 및 자동차 제조업,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",1974-06-28,12월,"정의선, 장재훈, 이동석(각자 대표이사)",http://www.hyundai.com,서울특별시
068270,셀트리온,KOSPI,,181900,1,6800,3.88,176800,182000,176800,347285,62672224000,39486588972600,217078554,STK,기초 의약물질 제조업,"램시마, 트룩시마, 허쥬마",2018-02-09,12월,"기우성, 김형기, 서진석",http://www.celltrion.com,인천광역시
000270,기아,KOSPI,,95700,1,3700,4.02,93000,95800,93000,1092530,103694571200,38057270882400,397672632,STK,자동차용 엔진 및 자동차 제조업,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",1973-07-21,12월,"송호성,최준영(각자 대표이사)",http://www.kia.co.kr,서울특별시
005935,삼성전자우,KOSPI,,45150,1,350,0.78,44900,45200,44700,1220262,54784621250,37153334505000,822886700,STK,,,,,,,
105560,KB금융,KOSPI,,84100,1,1300,1.57,84000,85300,83300,2309352,194605974300,33095740374300,393528423,STK,기타 금융업,-,2008-10-10,12월,양종희,http://www.kbfg.com,서울특별시
035420,NAVER,KOSPI,,208500,1,7000,3.47,204500,209000,203000,720947,149236130000,33034116168000,158437008,STK,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고,2008-11-28,12월,최수연,http://www.navercorp.com,경기도
010130,고려아연,KOSPI,,1524000,2,-11000,-0.72,1511000,1664000,1446000,102484,160695628000,31551803292000,20703283,STK,1차 비철금속 제조업,"연,아연괴 제조,판매",1990-07-28,12월,"박기덕, 정태웅",http://www.koreazinc.co.kr,서울특별시
055550,신한지주,KOSPI,,50200,2,-500,-0.99,50200,50700,49800,1483075,74368399450,25272955315000,503445325,STK,기타 금융업,금융지주회사,2001-09-10,12월,진옥동,http://www.shinhangroup.com,서울특별시
012330,현대모비스,KOSPI,,247500,1,4500,1.85,246000,252000,243000,153582,38044693000,23016285765000,92995094,STK,자동차 신품 부품 제조업,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",1989-09-05,12월,"정의선, 이규석",http://www.mobis.com,서울특별시
005490,POSCO홀딩스,KOSPI,,269500,1,16000,6.31,256000,271000,256000,480186,127526947000,22267269601500,82624377,STK,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",1988-06-10,12월,"대표이사 회장 장인화, 대표이사 사장 정기섭",http://www.posco-inc.com,경상북도
028260,삼성물산,KOSPI,,116700,1,600,0.52,116300,117700,116300,188722,22036100800,20747405286900,177784107,STK,기타 전문 도매업,"도소매, 건설, 남자용 정장 제조업 등",2014-12-18,12월,"오세철, 정해린, 이재언",http://www.samsungcnt.com,서울특별시
032830,삼성생명,KOSPI,,100400,1,2400,2.45,99000,100700,98100,171051,17045839900,20080000000000,200000000,STK,보험업,"생명보험,부동산 임대",2010-05-12,12월,홍원학,http://www.samsunglife.com,서울특별시
035720,카카오,KOSPI,,43900,1,1600,3.78,43000,44000,42950,2275497,98911279350,19471956242600,443552534,STK,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷 서비스(인터넷 광고),2017-07-10,12월,정신아,http://www.kakaocorp.com,제주특별자치도
329180,HD현대중공업,KOSPI,,218000,1,10000,4.81,211000,220500,209500,221406,47900265000,19352539288000,88773116,STK,선박 및 보트 건조업,"선박, 해양플랜트 및 엔진기계 등",2021-09-17,12월,"이상균, 노진율 (각자 대표이사)",http://www.hhi.co.kr,울산광역시
138040,메리츠금융지주,KOSPI,,100700,1,2300,2.34,100000,102300,99500,221551,22427956300,19205515479800,190720114,STK,기타 금융업,투자사업,2011-05-13,12월,김용범,http://www.meritzgroup.com,서울특별시
051910,LG화학,KOSPI,,268500,1,22000,8.92,250500,269500,250500,345287,90623537000,18954044095500,70592343,STK,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",2001-04-25,12월,신학철,http://www.lgchem.com,서울특별시
096770,SK이노베이션,KOSPI,,117800,1,8700,7.97,110100,118800,110100,311414,36217765500,17791896612800,151034776,STK,석유 정제품 제조업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",2007-07-25,12월,박상규,http://www.SKinnovation.com,서울특별시
000810,삼성화재,KOSPI,,365000,3,0,0.0,366000,368000,359000,104884,38182141500,17291815505000,47374837,STK,보험업,"손해보험의 원수,재보험,운용자산의 투자활동",1975-06-30,12월,이문화,http://www.samsungfire.com,서울특별시
006400,삼성SDI,KOSPI,,251000,1,11500,4.8,242000,254000,242000,242614,60677937000,17259897030000,68764530,STK,일차전지 및 이차전지 제조업,"2차전지, 전자재료 제조 판매",1979-02-27,12월,최윤호,http://www.samsungsdi.co.kr,경기도
196170,알테오젠,KOSDAQ GLOBAL,기술성장기업부,318500,1,33500,11.75,296500,321500,294000,1118100,346599828000,16982046718000,53318828,KSQ,자연과학 및 공학 연구개발업,바이오시밀러 및 바이오베터,2014-12-12,12월,박순재,http://www.alteogen.com,대전광역시
086790,하나금융지주,KOSPI,,57300,1,100,0.17,58400,58500,56900,1465834,84016888400,16458902424000,287240880,STK,기타 금융업,기타 금융,2005-12-12,12월,함영주,http://www.hanafn.com,서울특별시
011200,HMM,KOSPI,,18370,1,570,3.2,17800,18440,17800,861747,15736175760,16184695541520,881039496,STK,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,김경배,http://www.hmm21.com,서울특별시
033780,KT&G,KOSPI,,117500,2,-1700,-1.43,120400,122300,116500,205779,24387445000,14888718397500,126712497,STK,담배 제조업,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",1999-10-08,12월,방경만,http://www.ktng.com,대전광역시
259960,크래프톤,KOSPI,,303500,1,2500,0.83,304500,307500,300500,80515,24477160500,14537836652500,47900615,STK,소프트웨어 개발 및 공급업,<배틀그라운드> 등 게임 소프트웨어,2021-08-10,12월,김창한,http://www.krafton.com,서울특별시
009540,HD한국조선해양,KOSPI,,196800,1,8900,4.74,190000,199300,187900,331216,64739897800,13928149228800,70773116,STK,기타 금융업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",1999-08-24,12월,"정기선, 김성준 (각자 대표이사)",http://www.ksoe.co.kr,경기도
066570,LG전자,KOSPI,,84400,1,1200,1.44,83100,85000,82900,470133,39536446050,13811875501600,163647814,STK,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",2002-04-22,12월,조주완,http://www.lge.co.kr,서울특별시
015760,한국전력,KOSPI,,21500,1,600,2.87,21000,21550,20950,1368713,29191615200,13802227655500,641964077,STK,전기업,"전력자원개발,발전,송전,전력용기자재확보",1989-08-10,12월,김동철,http://www.kepco.co.kr,전라남도
012450,한화에어로스페이스,KOSPI,,290500,1,11500,4.12,279000,292000,270000,685868,193454092000,13241327270500,45581161,STK,"항공기,우주선 및 부품 제조업","항공기엔진,특수방산장비 제조/정비사업",1987-05-27,12월,"손재일, 김동관",http://www.hanwhaaerospace.co.kr/,경상남도
267260,HD현대일렉트릭,KOSPI,,358000,1,12500,3.62,347000,363000,345000,185306,65640885000,12904874330000,36047135,STK,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",2017-05-10,12월,조 석,http://www.hyundai-elec.com,경기도
003670,포스코퓨처엠,KOSPI,,164300,1,9200,5.93,156500,166000,156500,303587,49350477900,12727207046000,77463220,STK,일차전지 및 이차전지 제조업,"내화물, 생석회, 음극재 및 양극재",2019-05-29,12월,유병옥,http://www.poscofuturem.com,경상북도
247540,에코프로비엠,KOSDAQ GLOBAL,우량기업부,129900,1,1100,0.85,131400,133700,129600,407088,53629819300,12704394585600,97801344,KSQ,일차전지 및 이차전지 제조업,양극활물질,2019-03-05,12월,최문호,http://www.ecoprobm.co.kr,충청북도
017670,SK텔레콤,KOSPI,,56100,2,-1100,-1.92,57700,58000,56100,803259,45648892100,12049721973300,214790053,STK,전기 통신업,"이동전화,무선호출서비스,부가통신",1989-11-07,12월,유영상,http://www.sktelecom.com,서울특별시
003550,LG,KOSPI,,74600,1,800,1.08,74500,75000,74000,140378,10497642700,11734654077800,157300993,STK,기타 금융업,지주회사,1970-02-13,12월,"구광모, 권봉석",http://www.lg.co.kr,서울특별시
316140,우리금융지주,KOSPI,,15400,1,90,0.59,15460,15550,15360,2498366,38527895730,11435909115400,742591501,STK,기타 금융업,금융지주,2019-02-13,12월,임종룡,http://www.woorifg.com/,서울특별시
024110,기업은행,KOSPI,,14330,1,200,1.42,14270,14410,14140,882909,12626844430,11427112702770,797425869,STK,은행 및 저축기관,은행업,2003-12-24,12월,김성태,http://www.ibk.co.kr,서울특별시
030200,KT,KOSPI,,43950,2,-350,-0.79,44800,46000,43800,646131,28823980588,11076353055750,252021685,STK,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",1998-12-23,12월,김영섭,http://www.kt.com,경기도
323410,카카오뱅크,KOSPI,,23100,1,400,1.76,22950,23400,22850,515436,11912912550,11017975514700,476968637,STK,은행 및 저축기관,은행 및 금융서비스,2021-08-06,12월,윤호영,,경기도
034020,두산에너빌리티,KOSPI,,17090,2,-290,-1.67,17500,17690,16910,8116999,140150497000,10947189985140,640561146,STK,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",2000-10-25,12월,"박지원, 정연인, 박상현",http://https://www.doosanenerbility.com/kr,경상남도
018260,삼성에스디에스,KOSPI,,136700,1,4300,3.25,133500,137800,133400,108352,14788464600,10577545260000,77377800,STK,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT서비스, 물류BPO",2014-11-14,12월,황성우,http://www.samsungsds.com,서울특별시
402340,SK스퀘어,KOSPI,,77800,2,-1000,-1.27,79500,80200,77500,185225,14490660400,10483546888000,134749960,STK,기타 금융업,지주회사,2021-11-29,12월,한명진,http://www.sksquare.com,서울특별시
042660,한화오션,KOSPI,,31650,1,1800,6.03,30500,31850,30050,2789159,86959998650,9697983920100,306413394,STK,선박 및 보트 건조업,선박 제조,2001-02-02,12월,김희철,http://www.hanwhaocean.com/pub/main/index.do,경상남도
028300,HLB,KOSDAQ,중견기업부,73800,1,1700,2.36,73200,74000,72200,531222,38997555000,9696392555400,131387433,KSQ,의료용품 및 기타 의약 관련제품 제조업,"의료기기, 의약외품 등",1996-07-27,12월,"진양곤, 백윤기 (각자대표)",http://hlbbio.co.kr,세종특별자치시
034730,SK,KOSPI,,132400,1,4800,3.76,128800,132900,128200,78431,10278845200,9599357877200,72502703,STK,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",2009-11-11,12월,"최태원, 장용호",http://www.sk-inc.com/,서울특별시
086520,에코프로,KOSDAQ,우량기업부,71300,1,1200,1.71,72200,72600,71000,684365,49031360700,9492763642000,133138340,KSQ,기타 금융업,"환경소재,화학필터,이차전지소재등",2007-07-20,12월,송호준,http://www.ecopro.co.kr,충청북도
000100,유한양행,KOSPI,,117700,1,8400,7.69,110300,117800,110300,1122540,129022610300,9440606832800,80209064,STK,의약품 제조업,"의약품(삐콤씨, 안티푸라민, 렉라자, 로수바미브, 코푸시럽 등), 생활용품(유한락스, 해피홈, 유한젠), 동물약품",1962-11-01,12월,대표이사 조욱제,http://www.yuhan.co.kr,서울특별시
010140,삼성중공업,KOSPI,,10420,1,430,4.3,10110,10530,10040,5356970,55278301390,9169600000000,880000000,STK,선박 및 보트 건조업,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",1994-01-28,12월,최성안,http://www.samsungshi.com,경기도
003490,대한항공,KOSPI,,23500,1,250,1.08,23400,23900,23250,1032269,24380789700,8653185533500,368220661,STK,항공 여객 운송업,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",1966-03-18,12월,"조원태, 우기홍",http://www.koreanair.com,서울특별시
009150,삼성전기,KOSPI,,115600,1,10000,9.47,107900,115800,107900,610481,69356607400,8634591257600,74693696,STK,전자부품 제조업,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",1979-02-27,12월,장덕현,http://www.sem.samsung.co.kr,경기도
086280,현대글로비스,KOSPI,,114800,1,2400,2.14,113500,115200,112600,83165,9502240500,8610000000000,75000000,STK,기타 운송관련 서비스업,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",2005-12-26,12월,이규복,http://www.glovis.net,서울특별시
352820,하이브,KOSPI,,198600,1,13300,7.18,187100,199500,187100,240685,47115532100,8272106464200,41652097,STK,오디오물 출판 및 원판 녹음업,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",2020-10-15,12월,이재상,http://hybecorp.com,서울특별시
326030,SK바이오팜,KOSPI,,102400,1,5500,5.68,98000,102500,98000,153930,15472672500,8019276800000,78313250,STK,자연과학 및 공학 연구개발업,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,2020-07-02,12월,이동훈,,경기도
005830,DB손해보험,KOSPI,,104600,1,3600,3.56,102000,105100,102000,70362,7318015400,7405680000000,70800000,STK,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",1973-06-28,12월,"김정남, 정종표",http://www.idbins.com,서울특별시
042700,한미반도체,KOSPI,,71000,1,900,1.28,70500,72400,70500,392703,28025734500,6859612389000,96614259,STK,특수 목적용 기계 제조업,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",2005-07-22,12월,곽동신,http://www.hanmisemi.com,인천광역시
047050,포스코인터내셔널,KOSPI,,38550,1,1150,3.07,37600,39350,37600,411489,15932289300,6781823477400,175922788,STK,상품 중개업,"영업활동의 주요 품목으로 에너지 사업내 천연가스 발전, 태양력, 풍력, 수소 등이 있으며, 트레이딩 사업은 철강 및 철강원료, 이차전지소재, 곡물, 유지, 면방, 바이오플라스틱, 친환경차부품, 인프라 및 산업 플랜트 등이 있음.",2001-03-23,12월,대표이사 사장 이계인,http://www.poscointl.com,서울특별시
010950,S-Oil,KOSPI,,56500,1,2900,5.41,54100,56800,53600,175259,9801989900,6360927748000,112582792,STK,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",1987-05-27,12월,Anwar A. Al-Hejazi (안와르 에이 알-히즈아지),http://www.s-oil.com,서울특별시
090430,아모레퍼시픽,KOSPI,,106700,1,7200,7.24,100400,108700,100400,361489,38677147800,6241177385300,58492759,STK,기타 화학제품 제조업,"화장품,생활용품 제조, 판매",2006-06-29,12월,"서경배, 김승환",http://www.apgroup.com,서울특별시
267250,HD현대,KOSPI,,77800,1,1200,1.57,77300,78300,76600,103428,8047186200,6145662013000,78993085,STK,기타 금융업,지주회사,2017-05-10,12월,"권오갑, 정기선",http://www.hd.com,경기도
443060,HD현대마린솔루션,KOSPI,,128800,1,4700,3.79,124300,131400,124300,65278,8450960400,5725160000000,44450000,STK,"건축기술, 엔지니어링 및 관련 기술 서비스업","AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",2024-05-08,12월,이기동,http://www.hd-marinesolution.com/,부산광역시
005387,현대차2우B,KOSPI,,159100,1,5500,3.58,155400,160000,154000,55483,8788214700,5689319108100,35759391,STK,,,,,,,
450080,에코프로머티,KOSPI,,75600,1,3200,4.42,73200,77000,72600,482736,36354020400,5221737208800,69070598,STK,일차전지 및 이차전지 제조업,배터리 양극재용 핵심소재 하이니켈 전구체,2023-11-17,12월,김병훈,http://ecopromaterials.com/,경상북도
051900,LG생활건강,KOSPI,,333500,1,2500,0.76,336000,342500,332000,47874,16128595000,5208668699500,15618197,STK,기타 화학제품 제조업,"화장품,생활용품 제조,도매",2001-04-25,12월,이정애,http://www.lghnh.com,서울특별시
088980,맥쿼리인프라,KOSPI,,10870,1,140,1.3,10730,10880,10720,983992,10662225950,5205882063910,478921993,STK,신탁업 및 집합투자업,증권투자회사,2006-03-15,12월,맥쿼리자산운용(주),http://www.macquarie.com/kr/kr/mkif/index.html,서울특별시
047810,한국항공우주,KOSPI,,53100,1,1200,2.31,52400,53500,50900,889264,46535042400,5175928181700,97475107,STK,"항공기,우주선 및 부품 제조업","정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",2011-06-30,12월,강구영,http://www.koreaaero.com,경상남도
180640,한진칼,KOSPI,,76800,1,700,0.92,76800,77200,75800,27105,2075362200,5127343027200,66762279,STK,기타 금융업,"지주사업, 경영자문 및 컨설팅",2013-09-16,12월,"조원태, 류경표",http://www.hanjinkal.co.kr,서울특별시
021240,코웨이,KOSPI,,69400,2,-2900,-4.01,73200,73300,68900,147257,10311199400,5121693558600,73799619,STK,그외 기타 개인 서비스업,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",2001-08-07,12월,서장원,http://company.coway.com,충청남도
003230,삼양식품,KOSPI,,671000,1,73000,12.21,599000,678000,598000,154290,100836108000,5054653065000,7533015,STK,기타 식품 제조업,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",1975-06-30,12월,"김정수, 김동찬",http://www.samyangfoods.com,서울특별시
006800,미래에셋증권,KOSPI,,8460,1,350,4.32,8240,8490,8230,415684,3483303700,5036376811680,595316408,STK,금융 지원 서비스업,"유가증권매매,유가증권위탁매매,유가증권인수",1975-09-30,12월,"김미섭, 허선호",http://securities.miraeasset.com,서울특별시
064350,현대로템,KOSPI,,45750,1,1300,2.92,44800,46200,43650,1857804,83685473300,4993259904750,109142293,STK,철도장비 제조업,"철도차량, 특수중기, 산업기계",2013-10-30,12월,이용배,http://www.hyundai-rotem.co.kr,경상남도
010620,HD현대미포,KOSPI,,122500,1,7300,6.34,116300,123900,115900,251202,30456096900,4892913252500,39942149,STK,선박 및 보트 건조업,"선박수리,선박개조,선박신조",1983-12-20,12월,김형관,http://www.hd-hmd.com,울산광역시
161390,한국타이어앤테크놀로지,KOSPI,,38950,1,1750,4.7,37250,39000,37250,286939,10991393300,4824933937550,123875069,STK,고무제품 제조업,타이어 제조,2012-10-04,12월,이수일,http://www.hankooktire.com,경기도
032640,LG유플러스,KOSPI,,10830,1,70,0.65,10860,10910,10680,831025,8960334680,4728501039630,436611361,STK,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",2008-04-21,12월,황현식,http://www.uplus.co.kr,서울특별시
251270,넷마블,KOSPI,,54300,1,900,1.69,53900,54400,53300,53711,2888936000,4667275158600,85953502,STK,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,2017-05-12,12월,"권영식, 김병규 (각자 대표이사)",http://company.netmarble.com,서울특별시
029780,삼성카드,KOSPI,,40050,2,-600,-1.48,41200,41200,40000,63089,2537130400,4640148584550,115858891,STK,기타 금융업,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매",2007-06-27,12월,김대환,http://www.samsungcard.co.kr,서울특별시
034220,LG디스플레이,KOSPI,,9020,1,130,1.46,8940,9160,8870,958882,8680543110,4510000000000,500000000,STK,전자부품 제조업,액정표시장치(TFT-LCD) 제조,2004-07-23,12월,정철동,http://www.lgdisplay.com,서울특별시
005940,NH투자증권,KOSPI,,13660,1,200,1.49,13600,13710,13490,392431,5336323530,4473544804340,327492299,STK,금융 지원 서비스업,"증권업,종합금융",1975-09-30,12월,윤병운,http://www.nhqv.com,서울특별시
010120,LS ELECTRIC,KOSPI,,148800,1,5200,3.62,143600,150400,142400,183558,26962144200,4464000000000,30000000,STK,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",1994-07-11,12월,"구자균, 김동현",http://www.ls-electric.com,경기도
241560,두산밥캣,KOSPI,,42800,1,300,0.71,43100,44750,42050,687073,29655568000,4290664304800,100249166,STK,특수 목적용 기계 제조업,"Compact Equipment, Heavy Equipment, Portable Power",2016-11-18,12월,"스캇성철박, 조덕제",http://www.doosanbobcat.com,경기도
036570,엔씨소프트,KOSPI,,191700,1,1700,0.89,190300,195300,190300,71450,13778156200,4208586017400,21954022,STK,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",2003-05-22,12월,"김택진, 박병무 (공동대표이사)",http://www.ncsoft.net,서울특별시
271560,오리온,KOSPI,,105000,1,4000,3.96,102000,105000,101500,114814,11956219500,4151293860000,39536132,STK,기타 식품 제조업,스낵 등 과자류,2017-07-07,12월,이승준,http://www.orionworld.com,서울특별시
071050,한국금융지주,KOSPI,,74300,1,1000,1.36,74400,74600,73200,74591,5505708600,4140441205600,55725992,STK,기타 금융업,금융지주회사,2003-07-21,12월,김남구,http://www.koreaholdings.com,서울특별시
016360,삼성증권,KOSPI,,45950,1,900,2.0,45400,45950,44900,300218,13690888150,4103335000000,89300000,STK,금융 지원 서비스업,"유가증권의 매매,위탁매매,인수주선",1988-03-28,12월,박종문,http://www.samsungpop.com,서울특별시
377300,카카오페이,KOSPI,,30450,2,-150,-0.49,30900,32600,30000,2512263,78765030250,4099256921550,134622559,STK,금융 지원 서비스업,"간편결제, 간편송금 및 기타 금융서비스",2021-11-03,12월,신원근,http://www.kakaopay.com,경기도
141080,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,111600,1,12600,12.73,102200,111700,101900,980327,106075248700,4085713720800,36610338,KSQ,자연과학 및 공학 연구개발업,신약후보물질 발굴을 통한 License-Out,2013-05-10,12월,김용주,http://www.legochembio.com,대전광역시
079550,LIG넥스원,KOSPI,,182400,1,11300,6.6,172700,184100,168800,266996,47414856700,4012800000000,22000000,STK,무기 및 총포탄 제조업,정밀유도무기 등,2015-10-02,12월,신익현,http://www.lignex1.com,경기도
097950,CJ제일제당,KOSPI,,265000,1,14500,5.79,251500,266000,251500,37211,9691379500,3989359290000,15054186,STK,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,"손경식,강신호(각자 대표이사)",http://www.cj.co.kr,서울특별시
298040,효성중공업,KOSPI,,427500,1,10500,2.52,415500,436000,413000,49137,20930077000,3986244270000,9324548,STK,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",-,2018-07-13,12월,우태희,http://www.hyosungheavyindustries.com,서울특별시
272210,한화시스템,KOSPI,,20050,1,220,1.11,20200,20300,19570,2991437,59620866560,3787833749450,188919389,STK,전자부품 제조업,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조",2019-11-13,12월,손재일,http://hanwhasystems.com,경상북도
078930,GS,KOSPI,,40400,1,700,1.76,40050,40900,39850,126628,5137767750,3753781271200,92915378,STK,기타 금융업,지주회사/부동산 임대,2004-08-05,12월,"허태수, 홍순기 (각자 대표이사)",,서울특별시
011790,SKC,KOSPI,,98400,1,8000,8.85,91200,100100,91100,268080,25958686500,3726240523200,37868298,STK,기타 화학제품 제조업,"기초화학원료(PO, PG), 전지용 동박 등을 제조ㆍ판매하는 사업",1997-07-18,12월,박원철,http://www.skc.kr,경기도
302440,SK바이오사이언스,KOSPI,,47550,1,2850,6.38,44600,47600,44600,76938,3568929800,3725413782150,78347293,STK,기초 의약물질 제조업,백신 제품 및 제제,2021-03-18,12월,안재용,http://www.skbioscience.com,경기도
005385,현대차우,KOSPI,,155800,1,6200,4.14,151100,156000,151000,57287,8857543100,3719255730400,23871988,STK,,,,,,,
011070,LG이노텍,KOSPI,,154800,1,2100,1.38,153800,156400,153100,142964,22146892500,3663668163600,23667107,STK,전자부품 제조업,기타 전자부품 제조업,2008-07-24,12월,문혁수,http://www.lginnotek.co.kr,서울특별시
035250,강원랜드,KOSPI,,16830,1,370,2.25,16500,16880,16500,429955,7200467600,3600618615000,213940500,STK,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영",2003-09-04,12월,최철규,http://kangwonland.high1.com,강원특별자치도
066970,엘앤에프,KOSPI,,98800,1,3900,4.11,95800,99300,95800,178433,17370457900,3586078194400,36296338,STK,일차전지 및 이차전지 제조업,이차전지 양극활물질,2024-01-29,12월,최수안,http://www.landf.co.kr/,대구광역시
307950,현대오토에버,KOSPI,,130500,1,6000,4.82,124900,130700,124900,39383,5083567900,3578829651000,27423982,STK,소프트웨어 개발 및 공급업,"전산실운영, 시스템구축, 전산장비 납품, SOC/건축 사업",2019-03-28,12월,김윤구,http://www.hyundai-autoever.com,서울특별시
175330,JB금융지주,KOSPI,,17870,2,-30,-0.17,18080,18080,17700,391253,6979094690,3486136748260,195083198,STK,기타 금융업,금융지주 회사,2013-07-18,12월,김기홍,http://www.jbfg.com,전북특별자치도
138930,BNK금융지주,KOSPI,,10860,1,80,0.74,10880,10890,10740,804680,8712291020,3479942855220,320436727,STK,기타 금융업,금융지주회사,2011-03-30,12월,빈대인,http://www.bnkfg.com,부산광역시
000150,두산,KOSPI,,209000,2,-9500,-4.35,218000,231500,202500,269085,58339780500,3453481515000,16523835,STK,기타 금융업,"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등",1973-06-29,12월,"박정원, 김민철, 문홍성",http://www.doosancorp.co.kr,서울특별시
145020,휴젤,KOSDAQ GLOBAL,우량기업부,269000,1,22000,8.91,248500,272000,248500,128401,34025021000,3390484877000,12604033,KSQ,기초 의약물질 제조업,"보툴리눔톡신, 필러",2015-12-24,12월,"한선호, 문형진 (각자 대표집행임원)",http://www.hugel.co.kr,강원특별자치도
