Symbol,Category,Name,Price,RiseFall,Change,ChangeRate,NAV,EarningRate,Volume,Amount,MarCap
459580,6,KODEX CD금리액티브(합성),1057825,2,175,0.02,1057729.0,0.837,60557,64058,94621
357870,6,TIGER CD금리투자KIS(합성),55440,2,5,0.01,55439.0,0.8459,35928,1991,67040
360750,4,TIGER 미국S&P500,21440,2,285,1.35,21377.0,12.1448,775879,16634,65510
069500,1,KODEX 200,32090,2,225,0.71,32153.0,-7.3612,1005851,32320,55002
133690,4,TIGER 미국나스닥100,137515,2,1785,1.32,137154.0,15.8333,89061,12260,43936
423160,6,KODEX KOFR금리액티브(합성),109010,2,5,0.0,108978.0,0.8371,4428,482,43100
488770,7,KODEX 머니마켓액티브,101470,2,5,0.0,101487.0,0.925,9787,993,40566
449170,6,TIGER KOFR금리액티브(합성),107530,2,10,0.01,107494.0,0.8252,12885,1385,34796
381170,4,TIGER 미국테크TOP10 INDXX,25320,2,425,1.71,25195.0,22.575,412475,10446,31346
379800,4,KODEX 미국S&P500TR,19660,2,255,1.31,19607.0,12.2,438080,8613,30955
273130,6,KODEX 종합채권(AA-이상)액티브,116165,2,180,0.16,116186.0,1.4431,1445,167,28689
381180,4,TIGER 미국필라델피아반도체나스닥,19005,2,395,2.12,18959.0,4.7683,137896,2622,26208
278530,1,KODEX 200TR,11260,2,75,0.67,11271.0,-7.3323,24155,272,21585
122630,3,KODEX 레버리지,13940,2,165,1.2,14016.0,-16.0829,4450328,62235,21565
455890,6,RISE 머니마켓액티브,53435,2,10,0.02,53434.0,0.9161,23422,1251,20650
310970,1,TIGER MSCI Korea TR,13420,2,120,0.9,13440.0,-9.7081,206,2,20278
458730,4,TIGER 미국배당다우존스,12715,2,150,1.19,12672.0,5.757,307235,3908,18882
102110,1,TIGER 200,32130,2,205,0.64,32202.0,-7.4155,385096,12390,18459
481050,6,KODEX 1년은행양도성예금증서+액티브(합성),1023985,2,170,0.02,1023900.0,0.8198,751,769,18057
371460,4,TIGER 차이나전기차SOLACTIVE,9400,2,30,0.32,9427.0,38.8148,94233,885,17883
453850,6,ACE 미국30년국채액티브(H),7920,5,-5,-0.06,7934.0,-11.2045,487401,3863,17606
379810,4,KODEX 미국나스닥100TR,20625,2,270,1.33,20575.0,15.9498,307784,6352,17057
214980,6,KODEX 단기채권PLUS,112940,5,-5,0.0,112958.0,0.8707,8812,995,16887
360200,4,ACE 미국S&P500,21675,2,290,1.36,21612.0,12.1747,120878,2620,16061
233740,3,KODEX 코스닥150레버리지,6385,2,40,0.63,6387.0,-26.52,10178624,65591,15669
385540,6,RISE 종합채권(A-이상)액티브,107820,2,5,0.0,107789.0,1.6547,102,10,13403
453540,6,TIGER 25-10 회사채(A+이상)액티브,54060,3,0,0.0,54064.0,0.9618,5173,279,13010
252670,3,KODEX 200선물인버스2X,2580,5,-30,-1.15,2579.0,15.7427,32705183,84108,12748
367380,4,ACE 미국나스닥100,23620,2,300,1.29,23570.0,15.893,190603,4506,12471
229200,1,KODEX 코스닥150,11020,2,45,0.41,11009.0,-12.8969,1743378,19299,11483
